District,Year,Temperature_1,Temperature_2,Temperature_3,Temperature_4,Temperature_5,Temperature_6,Temperature_7,Temperature_8,Temperature_9,Temperature_10,Temperature_11,Temperature_12,Rainfall_1,Rainfall_2,Rainfall_3,Rainfall_4,Rainfall_5,Rainfall_6,Rainfall_7,Rainfall_8,Rainfall_9,Rainfall_10,Rainfall_11,Rainfall_12,Humidity_1,Humidity_2,Humidity_3,Humidity_4,Humidity_5,Humidity_6,Humidity_7,Humidity_8,Humidity_9,Humidity_10,Humidity_11,Humidity_12,January,February,March,April,May,June,July,August,September,October,November,December
Dhaka,2019,19.185,21.86,26.585,28.73,29.08,30.08,30.045,30.07,30.395,29.505,25.47,21.01,21,1,30,127,301,271,404,285,140,300,40,0,68.68,69.04,61.94,73.47,75.87,80.53,83.23,81.23,85.33,83.65,80.87,82.65,,,,,,,,12951,191,69,9,3
Dhaka,2020,20.89,22.61,26.315,28.665,30.12,30.07,29.935,30.455,29.925,28.245,25.555,20.09,1,115,39,212,231,242,383,223,161,188,37,5,74.77,75.5,72.55,78.1,80.26,84.03,84,81.35,84.83,86.32,84.2,82.74,6,29,31,30,31,30,31,31,30,31,30,31
Dhaka,2021,20.21,23.255,28.835,30.7,30.475,29.18,29.76,29.975,30.28,29.58,24.8,21.805,0,0,3,39,216,546,333,249,141,166,27,153,74.77,72.18,72.23,73.23,76.23,81.93,85.35,84.52,86.07,85.19,82.17,81.81,0,0,0,0,0,0,17,3623,6346,4357,2790,586
Dhaka,2022,17.87258065,18.86651786,25.61747312,28.44347222,27.81384409,28.13166667,29.04032258,28.93252688,27.93777778,26.61223118,23.16625,19.80040323,12.7,37.1,11.9,113.5,216.5,308.2,136.3,121.9,345.7,270.1,0.1,9.4,77.59543011,73.54315476,65.30241935,77.78472222,82.26612903,84.14305556,80.21236559,79.6733871,84.88194444,80.60752688,70.98055556,73.73655914,59,10,11,19,161,701,1283,2847,7193,13828,10581,2717
Dhaka,2023,18.03642473,21.75,24.57836022,28.44555556,29.0608871,29.83083333,29.25860215,28.45954301,28.58569444,26.76532258,23.84152778,19.90591398,0.6,3,99.4,70.9,185.3,330.1,176.5,347.1,247.4,192.6,66.7,42.1,77.63709677,66.60863095,68.28897849,65.77361111,70.83198925,78.37638889,80.8938172,85.05241935,84.58055556,78.56989247,72.53333333,79.01612903,279,76,74,92,864,4729,23456,29572,25861,16630,9323,2277
Dhaka,2024,21.9,22,24.9,31.3,34.3,31.3,26.7,27,29.2,30.1,,,0,3.22,0,0,0,0.4,62.33,11.7,0.28,18.24,,,48,58,33,56,52,69,93,87,76,74,,,338,126,120,169,221,271,1276,3057,8117,12914,,
Dinajpur,2019,18.12,20.155,23.65,26.42,28.9,29.87,29.71,30.8,28.82,26.695,24.1,17.385,0,27,0,130,187,293,680,328,492,151,0,0,59.97,63.11,61.65,69.67,73.16,78.93,82.39,79.03,80.57,78.16,74.87,74.45,,,,,,,,2154,56,13,0,0
Dinajpur,2020,16.675,18.915,23.6,25.74,27.245,29.7,29.2,30.565,28.935,28.99,22.97,18.76,5,7,29,95,466,403,618,318,831,95,3,0,59.97,63.11,61.65,69.67,73.16,78.93,82.39,79.03,80.57,78.16,74.87,74.45,0,0,0,0,0,0,0,0,0,0,0,0
Dinajpur,2021,16.925,20.43,25.06,27.93,28.025,29.68,30.26,29.88,29.995,27.97,22.905,19.755,0,0,0,22,278,273,180,407,144,442,0,5,75.29,74.36,65.13,75.5,75.77,81.17,83.77,83.61,85.7,84.9,81.87,82.39,0,0,0,0,0,0,0,10,6,14,9,0
Dinajpur,2022,15.89314516,16.95431548,24.79784946,26.22583333,26.81169355,27.36958333,29.05120968,28.56061828,27.15597222,25.32768817,21.68486111,18.52849462,18.6,61.6,1.1,92,326.3,440.2,236.7,197,247.7,155.1,0.4,0,82.81451613,74.80357143,63.81317204,79.83888889,82.1922043,86.94861111,80.96908602,83.12231183,88.09861111,83.45833333,75.86944444,76.66935484,1,1,0,0,0,1,0,2,11,32,36,5
Dinajpur,2023,15.64677419,20.25669643,23.78844086,27.18611111,27.92163978,29.48097222,28.97365591,28.55067204,28.43680556,25.73024194,22.79916667,18.95228495,0.1,0.1,49.6,26,81.9,387.1,305.6,361,326.2,117.2,0,11.4,81.03629032,66.55059524,63.40053763,59.54027778,68.26209677,75.11527778,83.75537634,86.04704301,85.87638889,82.38978495,74.55694444,78.92069892,1,0,0,0,0,14,180,266,197,126,45,81
Dinajpur,2024,20.9,20.6,24.3,33,34.2,29.5,28.5,30.6,29.9,29,,,0,0,0,0,0,8.24,87.73,0.16,4.9,7.42,,,45,38,25,15,16,75,85,70,73,79,,,1,0,0,0,3,1,5,6,31,207,,
Faridpur,2019,19.23,21.385,25.74,28.595,30.165,29.955,29.77,29.77,29.325,27.55,25.115,19.48,0,94,10,72,164,105,284,223,117,113,39,9,74.77,75.5,72.55,78.1,80.26,84.03,84,81.35,84.83,86.32,84.2,82.74,,,,,,,,2827,357,137,64,12
Faridpur,2020,18.11,20.45,25.875,28.415,28.525,29.75,29.87,29.895,30.22,29.41,25.04,19.91,24,2,31,112,316,255,1005,889,722,98,288,0,72.58,73.25,65.06,73.8,77.71,79.2,82.68,78.65,85.03,81.97,77.53,79.74,25,29,31,30,31,30,31,31,30,31,30,31
Faridpur,2021,19.17,22.145,27.985,29.91,29.88,29.26,29.68,29.685,29.69,29.285,23.96,20.68,0,0,0,18,175,317,465,362,124,70,29,174,71.9,74.32,74.71,76.07,78.35,83,87.29,85.77,86.43,84.55,85.87,83.39,0,0,0,0,0,0,0,20,8,9,7,7
Faridpur,2022,17.59422043,18.99434524,26.02459677,28.89680556,27.76048387,28.20277778,28.70672043,28.50497312,27.69083333,26.52862903,23.08388889,20.03467742,16,38.5,15.4,94.2,243.3,307.5,164,163.4,410.7,208.5,0,3.4,80.07123656,75.625,64.45967742,76.82638889,83.05510753,84.84027778,82.24462366,82.45295699,86.4375,81.625,71.68194444,73.4327957,0,0,0,0,0,0,9,8,49,234,286,45
Faridpur,2023,18.25349462,22.0172619,24.86962366,28.08416667,28.42311828,29.53472222,29.03803763,28.43723118,28.36458333,26.74435484,23.85833333,19.82177419,1.4,1.9,123.1,48.4,184.9,366.6,209.9,355,245.6,229.7,52,33,79.1061828,67.88095238,69.48387097,68.39722222,76.6061828,81.20694444,82.88844086,86.12903226,86.07916667,79.81854839,74.76111111,79.07930108,0,0,0,0,0,40,636,1542,1641,2099,1273,271
Faridpur,2024,21.3,21.8,25.2,32.7,34.8,31.8,27.6,27.4,28.9,30.1,,,0,1.83,0,0,0,0.2,48,8.76,0.39,13.59,,,51,63,34,45,46,70,89,88,79,75,,,3,0,0,0,0,0,0,0,311,564,,
Feni,2019,20.33,22.225,25.805,28.6,30.115,29.97,28.785,29.565,29.1,28.095,25.255,20.105,0,80,34,143,199,261,802,492,324,212,52,4,75.29,74.36,65.13,75.5,75.77,81.17,83.77,83.61,85.7,84.9,81.87,82.39,,,,,,,,5834,54,19,28,4
Feni,2020,19.175,21.07,25.875,27.8,28.94,29.09,29.205,29.37,29.495,29.05,24.92,20.415,67,6,18,186,414,548,746,321,375,352,72,0,72.58,73.25,65.06,73.8,77.71,79.2,82.68,78.65,85.03,81.97,77.53,79.74,27,58,62,60,62,60,62,62,60,62,60,62
Feni,2021,20.18,22.245,27.72,29.885,30.335,28.48,29.18,29.04,30.075,29.37,24.57,21.14,0,0,0,16,75,530,792,439,296,193,19,89,75.81,75,74.87,77.8,80.16,85.47,89.77,88.58,90.47,88.13,87.9,86.42,0,0,0,0,0,0,0,9,20,12,3,0
Feni,2022,18.93870968,20.28883929,27.1061828,28.54555556,27.65241935,27.22958333,28.38655914,28.38252688,27.3375,26.56465054,23.73652778,20.20497312,13.9,30.4,35.2,111.9,273.4,386.9,148.4,123.6,414.2,195.5,0.6,3.5,73.08333333,61.87946429,55.21774194,76.66944444,82.94758065,86.55,82.40994624,82.09408602,88.07777778,83.50134409,73.25694444,72.34408602,2,0,0,0,0,2,0,4,17,95,119,23
Feni,2023,19.03427419,22.24672619,25.1672043,28.51888889,29.13857527,28.95236111,28.63454301,27.64408602,27.91402778,26.34475806,23.71041667,20.61196237,0.3,3,102.5,77.9,102.4,258.1,161.9,490.6,325.5,98.4,95.6,11.2,73.00403226,64.61309524,64.71639785,68.00972222,70.87096774,81.92916667,82.70026882,87.91532258,87.54305556,82.68817204,78.21388889,77.2594086,4,0,0,0,1,25,275,750,562,318,217,76
Feni,2024,20.4,21.6,24.5,27.4,30.2,29.9,26.4,25.9,27.7,27.8,,,0,0.03,0,0.13,0.32,1.24,86.65,89.88,0.25,17,,,62,47,37,81,74,79,94,93,82,86,,,2,12,1,0,17,2,12,10,52,92,,
Gaibandha,2019,19.635,21.61,25.16,27.805,29.535,29.935,29.735,30.775,29.45,27.53,25.28,19.225,0,26,13,55,158,348,451,132,160,287,2,1,71.52,71.75,72.61,76.13,77.87,83.83,86.94,86.97,88.27,85.81,83.23,80.13,,,,,,,,1346,31,14,3,2
Gaibandha,2020,18.185,20.405,25.095,27.235,28.005,29.995,29.735,30.56,29.815,29.295,24.61,19.425,14,2,29,109,478,436,485,166,239,157,0,0,73.55,75.46,70.16,76.03,77.9,81.87,85.23,83.58,83.47,83.97,80.9,81.74,0,0,0,0,0,0,0,0,0,0,0,0
Gaibandha,2021,18.075,22.075,26.99,29.44,28.865,29.315,30.02,29.76,30.04,29.06,24.07,21.03,0,0,6,24,274,391,278,412,117,93,0,1,77.03,77.25,69.03,76.4,78.65,80.83,85.94,84.55,87.53,85.9,82.33,82.52,0,0,0,0,0,0,0,1,1,0,0,0
Gaibandha,2022,16.77110215,17.66681548,24.80349462,26.21694444,26.72930108,27.19680556,29.19112903,28.90645161,27.37152778,25.79650538,22.04875,18.92352151,12.5,50.3,16.5,240.3,417.5,611.9,213.8,209.2,353.7,300.7,0.2,0,79.89247312,73.61160714,64.68413978,83.29722222,84.05913978,87.35972222,80.20564516,81.22177419,87.93888889,83.96236559,79.15277778,78.29032258,0,0,0,0,0,0,0,0,0,0,0,0
Gaibandha,2023,16.44663978,20.37440476,23.79260753,27.28277778,27.8561828,28.95875,29.13602151,28.73803763,28.74333333,26.02110215,23.38527778,19.47432796,0,5.1,48.8,80.9,252.4,457.9,323.5,391.7,268.4,274.3,0.6,14.4,80.80510753,69.25595238,67.86155914,65.65833333,72.36962366,80.40138889,82.40860215,84.36827957,84.83194444,82.52419355,74.11527778,79.63306452,0,0,0,0,0,1,106,257,337,205,119,27
Gaibandha,2024,21.6,21.5,24.3,32.4,35.3,30.3,27.5,29,29.4,29.1,,,0,0.31,0,0,0,12.35,26.24,1.23,0.77,15.5,,,45,50,29,30,31,73,89,77,76,79,,,0,0,0,0,0,0,0,2,26,48,,
Gazipur,2019,20.89,22.61,26.315,28.665,30.12,30.07,29.935,30.455,29.925,28.245,25.555,20.09,1,115,39,212,231,242,383,223,161,188,37,5,74.58,71.18,68.29,69.47,71.45,77.83,83.48,79.81,80.27,81.45,79.57,79.71,,,,,,,,6352,131,74,57,4
Gazipur,2020,19.185,21.86,26.585,28.73,29.08,30.08,30.045,30.07,30.395,29.505,25.47,21.01,21,1,30,127,301,271,404,285,140,300,40,0,73.55,75.86,67.35,74.93,79.71,80.7,83.29,80.32,86.57,83.58,80.7,80.94,75,87,93,90,93,90,93,93,115,126,164,186
Gazipur,2021,20.21,23.255,28.835,30.7,30.475,29.18,29.76,29.975,30.28,29.58,24.8,21.805,0,0,3,39,216,546,333,249,141,166,27,153,75.77,75.11,74.1,74.5,75.55,79.77,81.45,85.32,85.5,83.32,81.43,81.29,0,0,0,0,0,0,0,227,409,222,124,23
Gazipur,2022,17.6141129,18.4922619,25.47849462,28.22791667,27.70712366,28.06527778,29.08360215,28.95228495,27.83027778,26.2936828,22.80458333,19.80067204,27.4,50,21.7,156.7,231.5,355.6,168.4,157.6,319.7,303.2,0.4,8.4,79.10080645,74.95535714,65.38844086,78.11805556,82.47849462,84.64027778,80.58198925,80.05913978,85.90694444,82.71102151,73.54583333,73.04166667,1,0,0,0,0,0,0,1,27,260,420,127
Gazipur,2023,17.9858871,21.6453869,24.46102151,28.21083333,28.90255376,29.6725,29.31586022,28.55766129,28.61597222,26.65860215,23.77041667,19.85725806,0.1,1.7,104.2,86.9,149.4,391.6,177.7,358,251.7,187.8,51.9,61.7,77.21102151,65.40922619,67.75,65.40555556,71.01747312,79.05694444,81.18817204,85.01747312,85.02222222,79.50403226,73.15,79.91666667,17,0,0,0,0,14,657,1335,1699,1632,1508,390
Gazipur,2024,21.9,22,24.9,31.3,34.3,31.3,26.7,27,29.2,30.1,,,0,3.22,0,0,0,0.4,62.33,11.7,0.28,18.24,,,48,58,33,56,52,69,93,87,76,74,,,22,9,2,0,2,7,6,24,185,481,,
Gopalganj,2019,19.56,22.15,26.525,29.43,31.42,31.2,30.37,29.86,29.565,28.245,25.03,19.84,0,166,74,102,104,114,335,370,283,187,175,15,71.55,72.86,70.87,74.07,78,83.5,87.23,84,84.37,82.32,80.07,79.06,,,,,,,,2756,141,64,27,24
Gopalganj,2020,18.94,20.985,26.43,29.225,29.7,30.18,30.195,29.85,30.185,29.455,25.13,20.19,30,2,10,179,243,350,223,265,172,90,6,0,74.77,75.5,72.55,78.1,80.26,84.03,84,81.35,84.83,86.32,84.2,82.74,102,116,124,120,124,120,124,124,120,124,120,124
Gopalganj,2021,19.96,22.675,28.555,30.81,30.715,29.47,29.79,29.74,29.08,29.19,24.635,20.935,0,3,0,2,124,468,525,203,339,234,3,66,74.26,71.64,66.61,75.2,77.32,81.23,82.61,79.13,83.07,81.61,81.4,82.13,0,0,0,0,0,0,0,4,0,0,0,0
Gopalganj,2022,18.20510753,19.75267857,26.82728495,29.61152778,28.43575269,28.65097222,28.60403226,28.24731183,27.67527778,26.47110215,23.13625,20.05241935,18,50.3,17.1,84,267.7,308.5,166.7,205.9,401.3,255.9,0,1.7,76.53763441,72.00892857,61.4811828,73.94861111,80.55645161,82.66805556,82.47311828,84.20967742,87.04305556,82.0577957,71.28472222,74.06182796,0,0,0,0,0,0,0,0,5,39,28,0
Gopalganj,2023,18.64623656,22.58794643,25.02755376,28.54194444,29.1530914,29.93430556,28.90793011,28.46424731,28.23763889,26.70739247,23.66930556,19.89610215,2.4,3.8,92.8,57.7,168.5,239.6,208.3,425.6,293,147.9,133.4,39.7,77.14112903,67.04464286,69.80107527,70.68055556,74.1155914,79.58472222,83.61693548,86.23252688,86.93611111,80.47311828,76.25138889,78.97983871,0,0,0,0,0,0,350,681,927,687,405,106
Gopalganj,2024,21.7,21.9,25.3,31,33.4,31.6,27.4,27.1,28.6,29.7,,,0,1.79,0,0,0,0.04,37.63,19.7,0.66,10.37,,,47,59,45,59,57,69,89,91,81,77,,,3,0,1,0,0,1,0,2,23,80,,
Habiganj,2019,18.425,20.445,24.095,26.99,28.74,29.505,29.21,29.995,29.275,27.23,23.84,18.785,0,42,34,131,439,465,485,177,205,205,28,3,69.97,69.43,66,72.17,80.94,85.3,86.84,82.13,84.37,83.16,79.6,76.19,,,,,,,,1131,55,8,3,0
Habiganj,2020,17.36,19.565,23.995,26.41,27.88,29.155,29.415,29.995,29.39,28.975,23.84,19.1,20,0,4,274,333,504,383,219,344,196,9,0,69.97,69.43,66,72.17,80.94,85.3,86.84,82.13,84.37,83.16,79.6,76.19,0,0,0,0,0,0,0,0,0,0,0,0
Habiganj,2021,18.205,20.285,25.775,28.31,29.165,29.17,29.355,29.195,29.86,28.705,23.13,20.05,3,0,109,39,236,172,295,428,189,166,2,66,74.26,71.64,66.61,75.2,77.32,81.23,82.61,79.13,83.07,81.61,81.4,82.13,0,0,0,0,0,0,0,2,9,5,2,0
Habiganj,2022,17.62594086,18.22008929,24.34395161,26.65375,26.74206989,27.09736111,28.80456989,28.77473118,27.71888889,26.39744624,23.34527778,19.98803763,25.9,33.7,74.8,264,429.6,555.5,286.6,251.4,355.6,226.9,2.1,2.5,80.23252688,73.45089286,68.63844086,82.31111111,84.83870968,87.08194444,82.20564516,81.86962366,86.03472222,82.75806452,74.39722222,74.29032258,0,0,0,0,0,0,0,0,0,6,2,0
Habiganj,2023,17.92688172,21.11235119,23.22701613,26.48291667,27.71397849,28.42888889,29.0186828,28.41424731,28.67611111,26.5141129,23.99888889,20.26935484,0.1,3.4,112.8,75.5,262,491,297,481,308.9,200.4,99,75,76.68548387,68.28571429,72.94086022,73.65,74.63575269,83.92361111,82.56182796,84.87634409,84.49583333,81.51075269,75.31111111,80.22177419,0,0,0,0,0,0,161,187,100,40,5,0
Habiganj,2024,19.4,20.3,22.1,28.3,31.1,28.3,25.4,26.5,27.6,27.6,,,0,0.46,0,1.37,1.58,12.58,44.67,6.8,3.22,9.78,,,70,56,47,68,64,87,98,88,86,85,,,0,0,0,0,0,0,0,0,0,268,,
Jamalpur,2019,18.425,20.445,24.095,26.99,28.74,29.505,29.21,29.995,29.275,27.23,23.84,18.785,0,26,13,55,158,348,451,132,160,287,2,1,72.58,73.25,65.06,73.8,77.71,79.2,82.68,78.65,85.03,81.97,77.53,79.74,,,,,,,,3449,69,26,3,1
Jamalpur,2020,17.36,19.565,23.995,26.41,27.88,29.155,29.415,29.995,29.39,28.975,23.84,19.1,14,2,29,109,478,436,485,166,239,157,0,0,81.45,72.21,69.68,76.53,80.71,87.67,88.39,89.61,88.17,87.23,77.13,78.39,3,29,31,30,31,30,31,31,30,31,30,31
Jamalpur,2021,18.205,20.285,25.775,28.31,29.165,29.17,29.355,29.195,29.86,28.705,23.13,20.05,0,0,6,24,274,391,278,412,117,93,0,1,73.97,65.69,63.35,76.77,76.77,84.37,86.16,86.55,84.03,81.52,74.8,74.61,0,0,0,0,0,0,1,5,8,8,1,0
Jamalpur,2022,17.29784946,17.91235119,24.96155914,27.04125,26.93736559,27.2375,28.89153226,28.83870968,27.34125,25.80282258,22.18680556,19.36599462,7.6,58.7,16.5,178.6,410.3,496,205.2,209.1,437.7,292.6,0.3,0.6,79.18413978,74.04166667,65.7405914,80.71944444,82.96639785,87.28472222,81.26209677,81.15725806,88.26527778,84.20026882,77.58611111,77.00672043,0,0,0,0,0,1,0,0,23,41,46,11
Jamalpur,2023,16.99422043,20.56949405,23.4780914,27.17527778,28.00026882,28.95513889,29.00389785,28.63319892,28.67902778,25.99206989,23.47597222,19.75282258,0,1.2,80.6,102.7,185.3,426.5,302.2,412.6,263.6,214.9,0.8,18.4,80.44758065,68.37797619,70.83064516,66.41666667,72.34139785,80.7625,82.44758065,84.65053763,84.89166667,82.9233871,73.77916667,80.23252688,1,0,0,0,0,11,211,489,484,294,153,49
Jamalpur,2024,21.4,21.1,23.8,30.8,34.2,29.5,26.5,28.7,29,29.1,,,0,1.13,0,0,0,7.01,35.73,2.42,0.66,12.08,,,49,52,34,44,44,77,94,78,78,79,,,0,0,0,2,0,0,0,40,109,371,,
Jessore,2019,19.85,21.38,25.735,29.125,31.42,31.31,30.75,30.19,29.64,27.945,24.585,19.06,0,107,68,173,122,134,219,238,209,133,75,14,80.94,73.79,74.26,81.1,80.39,88.4,86.74,89.16,87.77,87.29,82.7,81.19,,,,,,,,8191,1646,802,305,42
Jessore,2020,18.075,20.34,25.625,28.72,29.49,30.265,30.6,30.105,30.365,29.39,24.295,19.74,25,0,32,82,251,347,262,407,262,294,1,0,85.03,75.59,70.87,78.23,80.13,88.67,87.68,88.23,87,87.16,82.63,83.68,0,50,72,107,124,139,155,155,150,162,487,1501
Jessore,2021,19.185,22.06,28.05,30.445,30.355,29.7,30.05,30.28,29.59,29.08,23.575,20.135,0,1,0,99,159,365,328,254,334,167,45,193,83.71,74.79,69.9,79.2,79.68,87.67,87.87,88.16,86.83,86.87,83.5,84.97,7,1,2,0,1,0,12,13,34,33,28,11
Jessore,2022,17.5702957,19.38020833,26.23817204,29.52708333,28.40094086,28.89083333,28.57983871,28.10362903,27.67277778,26.23857527,22.70375,19.94811828,24.9,42.1,11.6,143.9,207.8,290.2,192.9,234.3,382.5,193.2,0,1.2,78.86962366,73.56547619,65.19086022,75.6,80.84408602,82.44166667,82.64784946,84.79569892,87.16527778,82.40994624,70.90833333,71.96774194,1,1,2,0,0,2,2,10,236,361,270,42
Jessore,2023,18.54731183,22.6266369,25.09112903,28.52819444,28.96034946,29.6425,28.97110215,28.50551075,28.08180556,26.67594086,23.56736111,19.70147849,1,1.9,150.9,51.9,200.2,312.7,234.5,370.3,324.2,192.2,45.1,47.8,76.16935484,64.26190476,68.36290323,68.59722222,75.44758065,82.36666667,83.44489247,85.59408602,87.32916667,78.88575269,74.72222222,77.6827957,4,0,0,0,0,39,296,746,1188,1341,1112,248
Jessore,2024,21.7,22.8,26,33.7,35.8,31.9,28.6,27.8,28.3,29.4,,,0,1.35,0,0,0,0.39,16.69,7.99,3.79,8.44,,,45,61,29,38,42,69,84,88,83,80,,,13,0,0,0,1,0,3,155,257,89,,
Jhalokati,2019,20.015,22.67,26.925,29.335,30.78,30.35,29.385,29.49,29.225,28.47,25.255,20.68,0,64,29,95,139,148,454,255,238,190,365,12,84.94,74.21,65.74,71,80.32,83.9,85.06,80.77,85.83,82.03,70.07,79.35,,,,,,,,658,27,14,8,0
Jhalokati,2020,19.635,21.495,26.685,28.745,29.675,29.41,29.595,29.22,29.81,29.075,25.115,20.68,54,2,5,178,272,327,310,453,408,278,5,0,73.74,67.86,66.39,75.7,77.9,86.5,88.23,88.58,85.57,82.71,77.1,72.52,0,0,0,0,0,0,0,0,0,0,0,0
Jhalokati,2021,20.495,22.65,28.45,29.95,30.39,28.85,29.07,29.29,29.225,29.21,24.92,21.385,0,1,1,0,50,404,379,296,244,277,1,66,81.1,70,64.71,79.1,79.29,85.43,86.65,86.32,84.53,83.77,76.63,79.68,0,0,0,0,0,0,0,4,5,0,1,0
Jhalokati,2022,18.36169355,20.28020833,26.94341398,29.45972222,28.33790323,28.33513889,28.35201613,28.02365591,27.55597222,26.35241935,23.00291667,19.87217742,20.4,32.2,23.3,29.8,270.1,297.5,205.4,272.9,432,267.2,0.1,3.7,76.54435484,69.98065476,61.125,74.61388889,82.13844086,84.00138889,83.53225806,85.16129032,87.61388889,84.22043011,74.35833333,76.55645161,0,0,0,0,0,0,0,0,5,52,49,8
Jhalokati,2023,18.77674731,22.74345238,25.32311828,28.75736111,29.13400538,29.38916667,28.65403226,28.23830645,28.02597222,26.59489247,23.52986111,19.79744624,1.9,3.5,96.3,59.2,137.9,338.3,250.4,389.4,279.2,125.3,193.8,4.2,77.9327957,69.9077381,70.42741935,72.95972222,76.08198925,82.63611111,84.28225806,87.40188172,87.85277778,82.65456989,78.42777778,80.85752688,0,0,0,0,0,0,167,198,236,259,181,12
Jhalokati,2024,21.7,22.5,25.8,30.6,32.5,31.7,27.6,27.1,29,29.9,,,0,0,0,0,0.01,0.01,22.43,60.61,0.46,8.91,,,47,55,50,64,63,69,88,90,76,76,,,0,0,0,0,0,0,7,16,38,229,,
Jhenaidah,2019,17.73,20.56,25.505,28.77,31.07,30.955,30.405,30.06,29.44,27.375,23.93,18.445,0,79,16,81,227,148,172,130,262,141,31,3,83.06,74.52,70.97,70.43,81.32,85.77,88.32,85.45,88.2,84.68,77,81.58,,,,,,,,2451,241,136,79,18
Jhenaidah,2020,17.355,19.26,24.91,28.255,28.775,30.235,30.31,30.31,30.27,29.29,23.805,18.71,19,4,39,65,348,305,490,162,234,81,2,0,73.97,65.69,63.35,76.77,76.77,84.37,86.16,86.55,84.03,81.52,74.8,74.61,0,0,0,0,0,0,0,0,0,0,0,0
Jhenaidah,2021,17.755,20.815,26.975,30.005,29.65,29.505,29.91,30.15,29.715,28.79,23.015,19.79,0,0,13,6,224,275,322,515,154,61,37,74,83.23,75.07,70.77,72.47,80.1,84.87,85.68,86.42,86.17,84.61,78.5,82.29,0,0,0,0,0,0,0,6,10,12,4,1
Jhenaidah,2022,17.34247312,18.78928571,25.97137097,29.23236111,28.14596774,28.74555556,28.65040323,28.20685484,27.6575,26.20389785,22.43388889,19.6766129,21.9,66.8,3,120.9,256.7,258.1,125,203.9,384.3,216.1,0,0.9,79.96370968,76.05803571,65.54435484,76.70694444,81.5,83.26805556,82.85483871,84.66397849,87.58194444,82.25537634,72.45555556,72.97043011,0,0,0,0,0,0,0,0,7,43,48,5
Jhenaidah,2023,18.09112903,22.2,25.1483871,28.46236111,28.81747312,29.70125,29.02392473,28.57580645,28.20402778,26.67755376,23.68208333,19.8172043,0.1,0.6,131,62.9,221.3,292.5,250.8,317.4,321.2,177.3,8.6,35.9,77.57795699,62.45386905,65.61693548,64.94305556,74.7594086,81.58333333,83.56586022,85.53225806,86.975,78.64650538,73.53611111,76.60483871,2,0,0,0,0,0,108,424,872,1442,1130,216
Jhenaidah,2024,21.7,22.8,26,33.7,35.8,31.9,28.6,27.8,28.3,29.4,,,0,1.35,0,0,0,0.39,16.69,7.99,3.79,8.44,,,45,61,29,38,42,69,84,88,83,80,,,8,0,0,0,0,1,9,17,92,14,,
Joypurhat,2019,19.635,21.61,25.16,27.805,29.535,29.935,29.735,30.775,29.45,27.53,25.28,19.225,0,26,13,55,158,348,451,132,160,287,2,1,79.94,69.66,66.74,79.83,80.84,85.8,86.52,85,85.57,84.03,77.67,80.61,,,,,,,,854,14,5,4,0
Joypurhat,2020,18.185,20.405,25.095,27.235,28.005,29.995,29.735,30.56,29.815,29.295,24.61,19.425,14,2,29,109,478,436,485,166,239,157,0,0,73.74,67.86,66.39,75.7,77.9,86.5,88.23,88.58,85.57,82.71,77.1,72.52,0,0,0,0,0,0,0,0,0,0,0,0
Joypurhat,2021,18.075,22.075,26.99,29.44,28.865,29.315,30.02,29.76,30.04,29.06,24.07,21.03,0,0,6,24,274,391,278,412,117,93,0,1,76.61,59.41,57.35,72.53,80.52,81.63,85.26,84.65,81.6,81.94,69.4,73.81,0,0,0,0,0,0,0,0,3,0,0,0
Joypurhat,2022,16.74354839,17.803125,25.5936828,27.20444444,27.39798387,27.90347222,29.15040323,28.68629032,27.27722222,25.85658602,22.18680556,19.07513441,11.5,64.4,13.2,52.1,248.7,474.2,208.7,176.6,354.2,175.1,0.5,0.2,79.60349462,72.04166667,60.80645161,78.52777778,80.88037634,85.36388889,80.32526882,82.33333333,88.625,82.28091398,73.97638889,74.74327957,0,0,0,0,0,0,0,0,5,4,7,1
Joypurhat,2023,16.36102151,20.66309524,24.30403226,28.67805556,28.27540323,30.13861111,29.25927419,28.86142473,28.64777778,26.27836022,23.69444444,19.62849462,0,2,51.9,52,121.9,288,220.6,344.7,330.5,185.4,0.2,15.1,79.38037634,63.9375,63.36424731,53.4875,69.8655914,74.16527778,82.11962366,84.30376344,85.08888889,79.66532258,70.34861111,77.08064516,0,0,0,0,0,0,48,76,44,52,39,5
Joypurhat,2024,21.1,21.3,24.5,33.1,35.1,30.2,28.7,30,29.5,28.9,,,0,0,0,0,0,8.03,85.75,0.65,0.31,8.99,,,45,40,25,16,14,70,83,72,75,80,,,1,0,0,0,0,0,0,0,7,100,,
Khagrachari,2019,19.665,21.895,25.295,28.545,30,29.48,28.135,29.075,29.015,28.195,25.43,20.26,0,36,15,102,215,267,1137,355,271,170,133,5,82.84,74.07,70.9,73.27,82,84.03,87.26,81.35,88.23,81.16,75.43,81.84,,,,,,,,1202,49,10,3,1
Khagrachari,2020,19.46,20.635,25.525,28.18,28.83,29.03,28.82,28.9,29.385,29.645,25.05,20.7,52,5,0,147,340,350,433,213,289,324,34,0,82.19,71.45,64.06,71.87,80.19,84.3,85.42,84.13,84.6,83.16,77,79.77,0,0,0,0,0,0,0,0,0,0,0,0
